# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
後ろ戸	10	2	後ろ戸	後ろ戸:8 後ろ|戸:2	train=10
急激に	10	2	急激|に	急激|に:8 急激に:2	train=10
扱いにくい	10	2	扱いにくい	扱いにくい:8 扱い|にくい:1 扱い|に|くい:1	train=10
最終列車	10	2	最終|列車	最終|列車:8 最終列車:2	train=10
本当だった	10	2	本当|だった	本当|だった:8 本当だった:2	train=10
水なし	10	2	水|なし	水|なし:8 水なし:2	train=10
物理学者	10	2	物理学者	物理学者:8 物理|学者:2	test=1,train=9
生きてた	10	2	生きてた	生きてた:8 生きて|た:2	train=10
第12章	10	2	第|12|章	第|12|章:8 第12章:2	train=10
第30章	10	2	第30章	第30章:8 第|30|章:2	train=10
第40章	10	2	第40章	第40章:8 第|40|章:2	train=10
第80章	10	2	第|80|章	第|80|章:8 第80章:2	train=10
第84章	10	2	第|84|章	第|84|章:8 第84章:2	train=10
良くなって	10	2	良く|なって	良く|なって:8 良くなって:2	train=10
読んでも	10	2	読んで|も	読んで|も:8 読んでも:2	train=10
運動選手	10	2	運動|選手	運動|選手:8 運動選手:2	train=10
ええと	9	2	ええと	ええと:7 ええ|と:2	train=9
お召し上がりください	9	2	お召し上がりください	お召し上がりください:7 お召し上がり|ください:2	test=1,train=8
お許し下さい	9	2	お許し|下さい	お許し|下さい:7 お許し下さい:2	train=9
ご自分	9	2	ご自分	ご自分:7 ご|自分:2	test=1,train=8
ご近所さん	9	2	ご近所さん	ご近所さん:7 ご近所|さん:2	train=9
し過ぎる	9	2	し過ぎる	し過ぎる:7 し|過ぎる:2	train=9
じゃなく	9	2	じゃなく	じゃなく:7 じゃ|なく:2	train=9
なしだ	9	2	なし|だ	なし|だ:7 なしだ:2	train=9
よ～し	9	2	よ～し	よ～し:7 よ|～|し:2	train=9
乗り方	9	2	乗り方	乗り方:7 乗り|方:2	train=9
備えなければならない	9	2	備えなければ|ならない	備えなければ|ならない:7 備えなければならない:2	train=9
失業中	9	2	失業|中	失業|中:7 失業中:2	train=9
害する	9	2	害する	害する:7 害|する:2	test=1,train=8
強くなった	9	2	強く|なった	強く|なった:7 強くなった:2	train=9
役立った	9	2	役立った	役立った:7 役|立った:2	train=9
待ち望んで	9	2	待ち望んで	待ち望んで:7 待ち|望んで:2	train=9
愛してない	9	2	愛してない	愛してない:7 愛|してない:2	train=9
満足だ	9	2	満足だ	満足だ:7 満足|だ:2	train=9
無実で	9	2	無実で	無実で:7 無実|で:2	train=9
発明品	9	2	発明品	発明品:7 発明|品:2	train=9
百万長者	9	2	百万長者	百万長者:7 百万|長者:2	train=9
第26章	9	2	第26章	第26章:7 第|26|章:2	train=9
罰せられる	9	2	罰せられる	罰せられる:7 罰|せられる:2	train=9
至る所	9	2	至る|所	至る|所:7 至る所:2	train=9
行くなら	9	2	行くなら	行くなら:7 行く|なら:2	train=9
買い物客	9	2	買い物客	買い物客:7 買い物|客:2	train=9
いっぱいでした	8	2	いっぱい|でした	いっぱい|でした:6 いっぱいでした:2	train=8
いないよう	8	2	いない|よう	いない|よう:6 いないよう:2	train=8
うまくいかなかった	8	2	うまく|いかなかった	うまく|いかなかった:6 うまくいかなかった:2	train=8
お使いください	8	2	お使いください	お使いください:6 お使い|ください:1 お|使いください:1	train=8
しなくても	8	2	しなくて|も	しなくて|も:6 しなくても:2	train=8
じゃありません	8	2	じゃ|ありません	じゃ|ありません:6 じゃありません:2	train=8
はやった	8	2	は|やった	は|やった:6 はやった:2	train=8
ほど遠い	8	2	ほど遠い	ほど遠い:6 ほど|遠い:2	train=8
をとらない	8	2	を|とらない	を|とらない:6 をとらない:2	train=8
アイヌ語	8	2	アイヌ|語	アイヌ|語:6 アイヌ語:2	train=8
アルファベット順	8	2	アルファベット|順	アルファベット|順:6 アルファベット順:2	train=8
ショックだった	8	2	ショック|だった	ショック|だった:6 ショックだった:2	train=8
トキさん	8	2	トキ|さん	トキ|さん:6 トキさん:2	train=8
トルコ語	8	2	トルコ語	トルコ語:6 トルコ|語:2	train=8
不注意でした	8	2	不注意でした	不注意でした:6 不注意|でした:2	train=8
何日間	8	2	何日間	何日間:6 何日|間:2	test=1,train=7
四方八方	8	2	四方八方	四方八方:6 四方|八方:2	train=8
大ファン	8	2	大ファン	大ファン:6 大|ファン:2	train=8
宇宙人	8	2	宇宙人	宇宙人:6 宇宙|人:2	train=7,val=1
安楽に	8	2	安楽|に	安楽|に:6 安楽に:2	train=8
差し込んだ	8	2	差し込んだ	差し込んだ:6 差し|込んだ:2	train=8
当然で	8	2	当然で	当然で:6 当然|で:2	test=1,train=7
必要事項	8	2	必要|事項	必要|事項:6 必要事項:2	train=8
思ってます	8	2	思ってます	思ってます:6 思って|ます:2	train=8
投げかけた	8	2	投げかけた	投げかけた:6 投げ|かけた:2	train=8
放っておいて	8	2	放って|おいて	放って|おいて:6 放っておいて:2	train=7,val=1
日本経済	8	2	日本|経済	日本|経済:6 日本経済:2	train=8
映画スター	8	2	映画|スター	映画|スター:6 映画スター:2	train=8
暖かくなった	8	2	暖かく|なった	暖かく|なった:6 暖かくなった:2	train=7,val=1
本質的に	8	2	本質的|に	本質的|に:6 本質的に:2	train=8
来てた	8	2	来てた	来てた:6 来て|た:2	train=8
正午前	8	2	正午|前	正午|前:6 正午前:2	train=8
洞主	8	2	洞主	洞主:6 洞|主:2	train=8
満席です	8	2	満席|です	満席|です:6 満席です:2	train=8
無罪だ	8	2	無罪だ	無罪だ:6 無罪|だ:2	train=8
琅琊地霊	8	2	琅琊地霊	琅琊地霊:6 琅琊|地霊:2	train=8
琅琊派	8	2	琅琊派	琅琊派:6 琅琊|派:2	train=8
聞いてた	8	2	聞いてた	聞いてた:6 聞いて|た:2	train=8
見てます	8	2	見てます	見てます:6 見て|ます:2	train=8
話しつづけた	8	2	話しつづけた	話しつづけた:6 話し|つづけた:2	train=8
語り合った	8	2	語り合った	語り合った:6 語り|合った:2	test=1,train=7
近づくな	8	2	近づくな	近づくな:6 近づく|な:2	train=8
金時計	8	2	金|時計	金|時計:6 金時計:2	train=8
雨降り	8	2	雨降り	雨降り:6 雨|降り:2	train=8
いっぱいの	7	2	いっぱい|の	いっぱい|の:5 いっぱいの:2	train=7
いるようで	7	2	いるようで	いるようで:5 いる|よう|で:2	train=7
うまくいくだろう	7	2	うまく|いくだろう	うまく|いくだろう:5 うまくいくだろう:2	train=7
お座りください	7	2	お座りください	お座りください:5 お座り|ください:1 お|座りください:1	train=7
かけないで	7	2	かけないで	かけないで:5 かけない|で:2	train=7
ここら辺	7	2	ここら辺	ここら辺:5 ここら|辺:2	train=7
ごちそうさま	7	2	ごちそうさま	ごちそうさま:5 ごちそう|さま:2	train=7
されてた	7	2	されてた	されてた:5 されて|た:2	train=6,val=1
しろです	7	2	しろです	しろです:5 しろ|です:2	train=7
じゃねぇ	7	2	じゃねぇ	じゃねぇ:5 じゃ|ねぇ:2	train=7
たくさんだ	7	2	たくさん|だ	たくさん|だ:5 たくさんだ:2	train=6,val=1
なりがちだ	7	2	なりがちだ	なりがちだ:5 なり|がちだ:2	train=7
はいろんな	7	2	は|いろんな	は|いろんな:5 は|いろん|な:1 はいろんな:1	train=7
はらはら	7	2	はらはら	はらはら:5 はら|はら:2	train=7
ひとりひとり	7	2	ひとりひとり	ひとりひとり:5 ひとり|ひとり:2	train=7
もがな	7	2	も|がな	も|がな:5 もがな:2	test=1,train=6
もとの	7	2	もと|の	もと|の:5 もとの:2	train=7
アメリカ史	7	2	アメリカ|史	アメリカ|史:5 アメリカ史:2	train=6,val=1
クソ女	7	2	クソ女	クソ女:5 クソ|女:2	train=7
タタリ神	7	2	タタリ神	タタリ神:5 タタリ|神:2	train=7
ドイツ軍	7	2	ドイツ軍	ドイツ軍:5 ドイツ|軍:2	train=7
バースデーケーキ	7	2	バースデー|ケーキ	バースデー|ケーキ:5 バースデーケーキ:2	train=7
人形使い	7	2	人形使い	人形使い:5 人形|使い:2	train=7
今さら	7	2	今さら	今さら:5 今|さら:2	test=1,train=6
同然だった	7	2	同然|だった	同然|だった:5 同然だった:2	train=7
否か	7	2	否か	否か:5 否|か:2	train=7
喋り方	7	2	喋り方	喋り方:5 喋り|方:2	train=7
大流行	7	2	大流行	大流行:5 大|流行:2	train=7
好きでない	7	2	好きで|ない	好きで|ない:5 好きでない:2	train=7
学校生活	7	2	学校|生活	学校|生活:5 学校生活:2	train=7
定期的に	7	2	定期的|に	定期的|に:5 定期的に:2	train=7
家中	7	2	家中	家中:5 家|中:2	train=7
寝てました	7	2	寝てました	寝てました:5 寝て|ました:2	train=7
幸運だった	7	2	幸運だった	幸運だった:5 幸運|だった:2	test=1,train=6
延々と	7	2	延々|と	延々|と:5 延々と:2	train=7
心がけて	7	2	心がけて	心がけて:5 心|がけて:2	train=7
案の定	7	2	案の定	案の定:5 案|の|定:2	train=7
歴史上	7	2	歴史|上	歴史|上:5 歴史上:2	train=7
無礼に	7	2	無礼|に	無礼|に:5 無礼に:2	train=7
相当の	7	2	相当|の	相当|の:5 相当の:2	train=7
真っ白に	7	2	真っ白|に	真っ白|に:5 真っ白に:2	train=7
第81章	7	2	第81章	第81章:5 第|81|章:2	train=7
行くな	7	2	行くな	行くな:5 行く|な:2	train=7
観光バス	7	2	観光|バス	観光|バス:5 観光バス:2	train=7
返せよ	7	2	返せ|よ	返せ|よ:5 返せよ:2	train=7
部分的に	7	2	部分的|に	部分的|に:5 部分的に:2	train=7
露骨に	7	2	露骨|に	露骨|に:5 露骨に:2	train=7
静まり返って	7	2	静まり返って	静まり返って:5 静まり|返って:2	train=6,val=1
ありとあらゆる	6	2	ありとあらゆる	ありとあらゆる:4 あり|と|あらゆる:2	train=6
おかげさま	6	2	おかげ|さま	おかげ|さま:4 おかげさま:2	train=6
お乗り	6	2	お乗り	お乗り:4 お|乗り:2	train=6
お先に	6	2	お先|に	お先|に:4 お先に:2	train=6
お告げ所	6	2	お告げ所	お告げ所:4 お告げ|所:2	train=6
お迎えください	6	2	お迎え|ください	お迎え|ください:4 お|迎えください:1 お迎えください:1	train=6
かんでも	6	2	かんでも	かんでも:4 かん|で|も:2	train=6
このかた	6	2	この|かた	この|かた:4 このかた:2	train=6
すか	6	2	す|か	す|か:4 すか:2	train=6
といた	6	2	と|いた	と|いた:4 といた:2	train=6
ないであろう	6	2	ないであろう	ないであろう:4 ないで|あろう:2	train=6
なしです	6	2	なし|です	なし|です:4 なしです:2	train=6
はかって	6	2	はかって	はかって:4 は|かって:2	test=1,train=5
はかなわない	6	2	は|かなわない	は|かなわない:4 はかなわない:2	train=6
はまったくない	6	2	は|まったく|ない	は|まったく|ない:4 は|まったくない:1 はまったくない:1	train=6
ぽつんと	6	2	ぽつんと	ぽつんと:4 ぽつん|と:2	train=6
みたくなった	6	2	みたく|なった	みたく|なった:4 みたくなった:2	train=6
みなが	6	2	みな|が	みな|が:4 みなが:1 み|な|が:1	train=5,val=1
もちろんだ	6	2	もちろんだ	もちろんだ:4 もちろん|だ:2	train=6
やってのけた	6	2	やって|のけた	やって|のけた:4 やってのけた:2	train=6
よせよ	6	2	よせよ	よせよ:4 よせ|よ:2	train=5,val=1
わが家	6	2	わが|家	わが|家:4 わが家:2	train=6
わきへ	6	2	わきへ	わきへ:4 わき|へ:2	train=6
エヴァンダー・パリアデス	6	2	エヴァンダー・パリアデス	エヴァンダー・パリアデス:4 エヴァンダー|・|パリアデス:2	train=6
ソン・レン	6	2	ソン・レン	ソン・レン:4 ソン|・|レン:2	train=6
チン・バイション	6	2	チン・バイション	チン・バイション:4 チン|・|バイション:2	train=6
ビタミンＣ	6	2	ビタミンＣ	ビタミンＣ:4 ビタミン|Ｃ:2	train=6
上の空	6	2	上の空	上の空:4 上|の|空:2	train=6
上層部	6	2	上層部	上層部:4 上層|部:2	train=6
世界記録	6	2	世界|記録	世界|記録:4 世界記録:2	train=6
世間知らず	6	2	世間知らず	世間知らず:4 世間|知らず:2	train=5,val=1
人工知能	6	2	人工知能	人工知能:4 人工|知能:2	train=6
人里離れた	6	2	人里離れた	人里離れた:4 人里|離れた:2	train=6
付き合い始めた	6	2	付き合い始めた	付き合い始めた:4 付き合い|始めた:2	train=6
何年間	6	2	何年|間	何年|間:4 何|年間:1 何年間:1	test=1,train=5
何組	6	2	何組	何組:4 何|組:2	train=6
作り上げた	6	2	作り上げた	作り上げた:4 作り|上げた:2	train=6
処せられた	6	2	処せられた	処せられた:4 処|せられた:2	train=6
別問題	6	2	別|問題	別|問題:4 別問題:2	train=6
同時通訳	6	2	同時|通訳	同時|通訳:4 同時通訳:2	train=6
命からがら	6	2	命|からがら	命|からがら:4 命からがら:2	train=6
固有の	6	2	固有|の	固有|の:4 固有の:2	train=6
妊娠中絶	6	2	妊娠中絶	妊娠中絶:4 妊娠|中絶:2	train=6
強制的に	6	2	強制的|に	強制的|に:4 強制的に:2	train=6
忙しくても	6	2	忙しくて|も	忙しくて|も:4 忙しくても:2	train=6
拍手喝采	6	2	拍手|喝采	拍手|喝采:4 拍手喝采:2	train=6
教え方	6	2	教え|方	教え|方:4 教え方:2	train=6
月一	6	2	月|一	月|一:4 月一:2	train=6
来るなら	6	2	来るなら	来るなら:4 来る|なら:2	test=1,train=5
歌い始めた	6	2	歌い始めた	歌い始めた:4 歌い|始めた:2	train=6
歩きまわった	6	2	歩きまわった	歩きまわった:4 歩き|まわった:2	train=6
歩き始めた	6	2	歩き始めた	歩き始めた:4 歩き|始めた:2	train=6
狐仙福地	6	2	狐仙|福地	狐仙|福地:4 狐仙福地:2	train=6
瓜二つだ	6	2	瓜二つ|だ	瓜二つ|だ:4 瓜二つだ:2	train=6
生まれ故郷	6	2	生まれ故郷	生まれ故郷:4 生まれ|故郷:2	train=6
生機葉	6	2	生機葉	生機葉:4 生機|葉:2	train=6
生活水準	6	2	生活水準	生活水準:4 生活|水準:2	train=6
目立ちたがり屋	6	2	目立ちたがり屋	目立ちたがり屋:4 目立ち|たがり|屋:2	test=1,train=5
秦百勝	6	2	秦百勝	秦百勝:4 秦|百勝:2	train=6
競争相手	6	2	競争|相手	競争|相手:4 競争相手:2	train=6
第41章	6	2	第41章	第41章:4 第|41|章:2	train=6
第十三	6	2	第十三	第十三:4 第|十三:2	train=6
筋違いだ	6	2	筋違いだ	筋違いだ:4 筋違い|だ:2	train=6
結婚相手	6	2	結婚|相手	結婚|相手:4 結婚相手:2	train=5,val=1
練習問題	6	2	練習問題	練習問題:4 練習|問題:2	train=6
花酒行者	6	2	花酒行者	花酒行者:4 花|酒|行者:2	train=6
薬姫	6	2	薬姫	薬姫:4 薬|姫:2	train=6
行儀作法	6	2	行儀作法	行儀作法:4 行儀|作法:2	train=6
見せびらかした	6	2	見せびらかした	見せびらかした:4 見せ|びらかした:1 見せ|びらか|した:1	train=6
規則正しく	6	2	規則|正しく	規則|正しく:4 規則正しく:2	train=6
言わんと	6	2	言わん|と	言わん|と:4 言わんと:2	train=6
身の毛	6	2	身|の|毛	身|の|毛:4 身の毛:2	train=6
通りすがり	6	2	通りすがり	通りすがり:4 通り|すがり:2	train=6
遠距離恋愛	6	2	遠距離|恋愛	遠距離|恋愛:4 遠距離恋愛:2	train=6
部屋番号	6	2	部屋番号	部屋番号:4 部屋|番号:2	train=6
都会生活	6	2	都会|生活	都会|生活:4 都会生活:2	train=6
金切り声	6	2	金切り|声	金切り|声:4 金切り声:2	train=6
降りだした	6	2	降りだした	降りだした:4 降り|だした:2	train=6
電気自動車	6	2	電気自動車	電気自動車:4 電気|自動車:2	train=6
青仇	6	2	青仇	青仇:4 青|仇:2	train=6
飛行艇乗り	6	2	飛行艇|乗り	飛行艇|乗り:4 飛行艇乗り:2	train=6
食事制限	6	2	食事|制限	食事|制限:4 食事制限:2	train=6
馬鹿じゃ	6	2	馬鹿じゃ	馬鹿じゃ:4 馬鹿|じゃ:2	train=6
黒家	6	2	黒家	黒家:4 黒|家:2	train=6
ありさえ	5	2	あり|さえ	あり|さえ:3 ありさえ:2	train=5
いえども	5	2	いえども	いえども:3 いえ|ども:2	train=5
